title,status,genres,favorites,popularity,rank,score,authors
The Antique Gift Shop,Finished,"Drama, Fantasy",6,#21150,#8555,7.0,"Lee, Eun (Story)"
Gwi,Finished,"Action, Adventure",15,#6147,#8576,7.0,"Kim, Young-Oh (Art), Ghun, Oh Rhe Bar (Story)"
Become Habituated to Kiss,Finished,"Comedy, Romance",11,#5596,#8577,7.0,"Hwang, Mi Ri (Story & Art)"
Lover Puzzle,Finished,"Comedy, Drama, Romance",5,#17343,#8642,6.99,"Hwang, Mi Ri (Story & Art)"
Dark Mage,Finished,"Action, Fantasy",8,#8858,#8645,6.99,"Kang, Jae-Sin (Art), Kim, Jung Ryul (Story)"
Trash Belongs in the Trash Can!,Publishing,Romance,8,#12307,#8673,6.99,EDDiERiNG (Story & Art)
The Heiress's Double Life,Publishing,"Fantasy, Romance",1,#12623,#8674,6.99,"Go, Eunchae (Story), Ssangpil (Art)"
NOW,Finished,"Action, Adventure",10,#16956,#8679,6.99,"Park, Sung-Woo (Story & Art)"
The Poet Who Buys Words,Finished,Drama,4,#9273,#8682,6.99,"Uhm, Jung-Hyun (Story & Art)"
Wa!,Finished,"Comedy, Romance",3,#20532,#8683,6.99,"Yoo, Ha Jin (Story & Art)"
HWA,Finished,"Love, Drama, Romance",1,#13973,#8693,6.99,"Lee, Young Hui (Story & Art)"
SM Hunter,Finished,"Action, Fantasy, Romance, Sci-Fi",10,#19496,#8704,6.99,"Na, You (Story & Art)"
Delinquent Lesson,Finished,"Comedy, Romance",7,#8270,#8711,6.99,"Yeon, Doo (Story), Kim, Ye Vin (Art)"
All of You in the World,Finished,"Comedy, Romance",2,#15332,#8721,6.99,"Hwang, Mi Ri (Story & Art)"
Nan Eomma Nun Appa,Finished,Romance,14,#9927,#8763,6.98,"Hwang, Mi Ri (Story & Art)"
Dallae,Finished,"Love, Supernatural",8,#28291,#8805,6.98,Choonae (Story & Art)
Peach Love,Finished,Love,7,#14611,#8806,6.98,Fujoking (Story & Art)
Hissing,Finished,Romance,0,#17583,#8817,6.98,"Kang, Eun Young (Story & Art)"
Jack Frost,Finished,"Action, Comedy, Horror, Supernatural",91,#3005,#8829,6.98,"Go, Jin-Ho (Story & Art)"
The Descendant of the Dynasty,Finished,"Action, Comedy, Drama, Fantasy, Mystery, Romance",3,#18919,#8834,6.98,"Hwang, Mi Ri (Story & Art)"
"Oh, Chunja Chunja! High School Bullying",Finished,Comedy,2,#16837,#8847,6.98,"Hwang, Mi Ri (Story & Art)"
The Divine Twilight's Return,Publishing,"Action, Adventure, Fantasy",12,#4655,#8860,6.98,"Yang, Kyung-il (Art), Sadoyeon (Story)"
The Tutorial Is Too Tough!,Publishing,"Action, Fantasy",14,#4014,#8861,6.98,"Gandara (Story), Imae, Daiki (Art)"
Empress of Another World,Finished,"Drama, Fantasy, Romance",7,#10205,#8862,6.98,"Lee, Young-You (Art), Lim, Seorim (Story)"
Tacit,Publishing,"Action, Adventure, Sci-Fi",6,#17184,#8863,6.98,"Kim, Dazzi (Story & Art)"
My Fair Footman,Finished,Romance,4,#14909,#8864,6.98,"Lee, Jaa (Story), Ggory (Art)"
Crush of a Lifetime,Finished,"Comedy, Romance",4,#17064,#8865,6.98,"Jeong, Halim (Story), Kim, Yeonwoo (Art)"
A Dance of Swords in the Night,Publishing,"Action, Fantasy",4,#8142,#8866,6.98,"Yu, Jinsung (Story), Songmin (Art)"
Knight Under My Heart,Finished,"Action, Fantasy",4,#14465,#8867,6.98,"Rasne (Story), Han, Sungwoo (Art)"
My Farm by the Palace,Publishing,"Fantasy, Romance",2,#19446,#8868,6.98,"Jungyeon (Story), Ollcha (Art)"
Auto Hunting With My Clones,Publishing,"Action, Fantasy",3,#9972,#8869,6.98,"Mongsik (Story), Opal (Art)"
The Breaker: Eternal Force,Publishing,Action,14,#4772,#8876,6.97,"Park, Jin-Hwan (Art), Jeon, Geuk-jin (Story)"
I Am the Sorcerer King,Finished,"Action, Adventure, Fantasy",25,#4302,#8877,6.97,"Decaspell (Story), Miro (Art)"
The Duke's Bored Daughter Is My Master,Publishing,"Fantasy, Romance",3,#10270,#8878,6.97,"Royal B (Story), Gaeul (Art)"
Epilogue,Finished,Suspense,4,#31337,#8879,6.97,"Jo, Seok (Story & Art)"
My Dad Is Too Strong,Publishing,"Action, Comedy, Fantasy",12,#6593,#8880,6.97,"Gaebyeok S (Story), Modain (Art)"
Surviving as the Illegitimate Princess,Publishing,Fantasy,2,#13545,#8881,6.97,"Seo, Gyeol (Story & Art)"
Chronicles of the Demon Faction,Publishing,"Action, Fantasy",3,#17068,#8885,6.97,"codezero (Story), Molli (Art)"
For the Sake of Both,Finished,"Comedy, Drama, Romance",2,#17353,#8906,6.97,"Hwang, Mi Ri (Story & Art)"
Under the Glass Moon,Finished,"Action, Supernatural",16,#15161,#8933,6.97,"Ko, Ya Seong (Story & Art)"
Land of Silver Rain,Finished,"Fantasy, Romance",0,#11743,#8962,6.97,"Lee, Mira (Story & Art)"
A Wolf Warning,Finished,"Comedy, Romance, Life",2,#16126,#8982,6.97,"Kim, Yun-Jung (Story & Art)"
La Mosca,Finished,"Action, Mystery, Sci-Fi, Supernatural",5,#7898,#8984,6.97,"Kang, Hyung Kyu (Story & Art)"
How to Hate Mate,Finished,Love,6,#25657,#9005,6.97,Reck (Story & Art)
Meow Man,Finished,"Comedy, Romance, Supernatural",5,#15684,#9009,6.97,Olso (Story & Art)
A Royal Princess with Black Hair,Finished,"Comedy, Fantasy, Romance",7,#8435,#9013,6.97,"Ellianyang (Story), Pang-e (Art)"
Mango's Bone,Finished,"Drama, Romance",8,#26633,#9027,6.96,"Gold Kiwi Sae (Story & Art), Neokbujadeul (Art)"
The Greatest Wolf of My Life,Finished,"Romance, Supernatural",4,#26775,#9031,6.96,"Kim, Byung-gwan (Art), Ran (Story)"
The Max Level Hero Strikes Back,Publishing,"Action, Adventure, Fantasy",41,#2044,#9049,6.96,"Angmakkori (Story), Yudo (Art)"
Reawakened Man,Finished,"Action, Supernatural",5,#11675,#9050,6.96,"Chae, Yongtaek (Story), Kim, Jaehan (Art)"
Queen in the Shadows,Finished,"Drama, Fantasy",2,#8597,#9051,6.96,"Hayul (Story), Kinlip (Art)"
The Wolf & Red Riding Hood,Finished,"Comedy, Romance, Supernatural",1,#17695,#9052,6.96,Xuann (Story & Art)
My Younger Brother's Friend,Finished,Romance,2,#16645,#9053,6.96,Nimni (Story & Art)
Mystic Musketeer,Publishing,"Action, Fantasy",11,#5216,#9054,6.96,"Lee, Subaek (Story), Glpi (Art)"
Book Eater,Publishing,"Action, Adventure, Fantasy",4,#6899,#9055,6.96,"Mackenro (Story), Crew Eastwood (Art)"
The Second Coming of Gluttony,Publishing,"Action, Adventure, Fantasy",16,#4520,#9056,6.96,"Ro, Yu-jin (Story), Ahn, Jonghyuk (Art)"
I'm All Out of Health!,Publishing,"Fantasy, Romance",2,#12552,#9057,6.96,"Lee, Haron (Story), Vanilla (Art)"
The Perfect Plan for a Fairy-Tale Ending,Publishing,"Fantasy, Romance",1,#12098,#9058,6.96,"Yangyang (Art), Peach Pie (Story)"
The Archvillain's Daughter-In-Law,Publishing,Fantasy,0,#13118,#9059,6.96,"Basak (Art), Yunajin (Story)"
The Perfect Hybrid,Publishing,"Action, Fantasy",6,#8318,#9061,6.96,"Soul Pung (Story), Clover (Art)"
Doctor Player,Publishing,"Action, Adventure, Fantasy",5,#10546,#9062,6.96,"Yuin (Story), Rikodaram (Art)"
The Little Brother Is the Academy's Hotshot,Publishing,"Action, Fantasy",2,#20679,#9064,6.96,"Bae, Hanul (Story), jd (Art)"
The Knight King Who Returned with a God,Publishing,"Action, Fantasy",5,#12175,#9066,6.96,"Saram Sallyeo. (Story), Jeoncheon Huma Geomsa (Art)"
PhD: Phantasy Degree,Finished,"Action, Adventure, Comedy, Fantasy",46,#11328,#9079,6.96,"Son, Hee-Joon (Story & Art)"
Why Do You Love Me?,Publishing,"Drama, Romance",1,#15273,#9094,6.96,Wann (Story & Art)
The Missing White Dragon,Finished,"Comedy, Drama",1,#20317,#9096,6.96,"Park, Young Ha (Story & Art)"
Unplugged Boy,Finished,"Comedy, Romance",3,#24311,#9102,6.96,"Chon, Kye Young (Story & Art)"
A Love in 100 Days,Finished,Comedy,9,#15737,#9116,6.96,"Hwang, Mi Ri (Story & Art)"
Sambong Barber Shop,Finished,"Action, Drama, Romance, Life",2,#10841,#9139,6.96,"Ha, Il-Kwon (Story & Art)"
Never Cry,Finished,"Comedy, Romance",1,#18431,#9148,6.95,"Han, Yu-Rang (Story & Art)"
Mary Stayed Out All Night,Finished,"Comedy, Romance",3,#15647,#9154,6.95,"Won, Soo-yeon (Story & Art)"
Charlotte and Her 5 Disciples,Publishing,"Fantasy, Romance",22,#5595,#9170,6.95,YongYong (Story & Art)
X & Ash,Publishing,"Action, Fantasy",6,#18966,#9176,6.95,"Lee, Gwang-Su (Art), Kim, Sehoon (Story)"
The Lady's Butler,Finished,"Fantasy, Romance",9,#14315,#9177,6.95,"Ha, Yaeji (Story), Cheomji (Art)"
I Woke Up as the Villain,Publishing,"Action, Fantasy",8,#8307,#9178,6.95,"Soo, Yuhyeon (Story), Arlg (Art)"
My Ray of Hope,Publishing,"Fantasy, Romance",0,#17113,#9179,6.95,"Yoon, Hawol (Story), TK (Art)"
The Hero Returns,Publishing,"Action, Fantasy",12,#3907,#9180,6.95,"Heuk Ain (Story), Yungun (Art)"
The Doctor Is Out,Publishing,"Fantasy, Romance",0,#20268,#9181,6.95,"Yunajin (Story), Sugle (Art)"
Happy if You Died,Finished,"Comedy, Drama, Romance, Supernatural",6,#14143,#9183,6.95,Gold Kiwi Sae (Story & Art)
Moritat,Finished,"Love, Suspense",8,#18053,#9197,6.95,"Lee, Sunee (Story), Seokyeong (Art)"
Faeries' Landing,Finished,"Action, Adventure, Comedy, Drama, Fantasy, Romance, Supernatural",37,#8640,#9228,6.95,"Hyun, You (Story & Art)"
50 Rules for Teenagers,Finished,"Drama, Romance",2,#13119,#9231,6.95,"Na, Yeri (Story & Art)"
Shin Gumiho,Finished,"Comedy, Fantasy, Supernatural",4,#24400,#9248,6.95,"Han, Hyun-Dong (Story & Art)"
Confessing Truthfully,Finished,Romance,3,#18704,#9251,6.95,"Ryu, Riang (Story & Art)"
Gangster Hero,Finished,Comedy,2,#14032,#9268,6.95,"Hwang, Mi Ri (Story & Art)"
To Find My Brother Ara,Finished,Romance,1,#15239,#9269,6.95,"Hwang, Mi Ri (Story & Art)"
Personalized Princess,Finished,"Comedy, Romance",5,#17798,#9277,6.95,"Hwang, Mi Ri (Story & Art)"
Thirsty Thirty,Finished,"Romance, Life",2,#24940,#9286,6.95,"Jung, Eun Soo (Story & Art)"
"I'll Raise You Well in This Life, Your Majesty!",Publishing,"Drama, Fantasy",2,#10952,#9363,6.94,"Jaha (Story), Steak (Art)"
Wife After Love,Finished,Romance,2,#21265,#9365,6.94,"Lee, Bona (Story), Jeong, Dageum (Art)"
Can We Become Family?,Publishing,"Drama, Fantasy",4,#13358,#9366,6.94,"Hanirim (Story), Matcha Vienna (Art)"
Jack Be Invincible,Publishing,"Action, Fantasy",6,#5485,#9367,6.94,"Neogulhi (Story), K (Art)"
World's Strongest Troll,Publishing,"Action, Fantasy",4,#11402,#9368,6.94,"Gunmandu Meokja (Story), Yato (Art)"
Chronicles of the Cursed Sword,Finished,"Action, Adventure, Drama, Fantasy",50,#7667,#9372,6.94,"Yeo, Beop-Ryong (Story), Park, Hui-Jin (Art)"
Honey Mustard,Finished,"Comedy, Romance",3,#16737,#9373,6.94,"Yeo, Ho Kyoung (Story & Art)"
Hoosamguk High,Finished,Romance,2,#19274,#9378,6.94,"Hwang, Mi Ri (Story & Art)"
Yaya,Finished,"Drama, Romance",6,#14500,#9385,6.94,"Kang, Eun Young (Story & Art)"
Sunaebo,Finished,"Drama, Romance, Life",1,#17542,#9388,6.94,"Park, Eun Ah (Story), Yoon, Ji Woon (Story), Rhim, Ju-Yeon (Story & Art), Seo, Moon Da Mi (Story), Kim, Yeong-Eun (Story), Lee, Shi Young (Story), Kim, Se-Young (Story & Art), Lee, Hyeon-Sook (Story), Kwon, Gyo-jung (Story & Art)"
Her True Color,Finished,Romance,0,#22528,#9441,6.93,"Han, Yu-Rang (Story & Art)"
To Love Our Enemies,Finished,Romance,3,#20354,#9453,6.93,"Han, Yu-Rang (Story & Art)"
Eohwadungdungnae Boreumi,Finished,"Fantasy, Romance, Supernatural",1,#18545,#9454,6.93,"Lee, Yun-hee (Story & Art)"
Rebirth Knight,Publishing,"Action, Drama, Romance",7,#8734,#9464,6.93,"Yu, Jaebeom (Story & Art)"
The Sweetest Man,Finished,"Love, Supernatural",5,#21774,#9491,6.93,Haejin (Story & Art)
She's My Type,Publishing,"Comedy, Drama, Romance",7,#18820,#9494,6.93,Roseong (Story & Art)
Save Me,Finished,"Drama, Suspense",9,#12854,#9502,6.93,LICO (Art)
Anuki,Finished,"Action, Adventure",3,#11502,#9511,6.93,"Lee, Ji Gun (Story), Son, Chang-eun (Story), Yamesi (Art)"
Dungeon Reset,Publishing,"Action, Adventure, Fantasy",29,#3220,#9543,6.93,"Ant Studio (Art), Daul (Story)"
I Get Stronger the More I Eat,Publishing,"Action, Adventure, Fantasy",29,#4492,#9545,6.93,"Ttosok-eun Naengjuk (Story), Kitaeon (Art)"
Reborn as a Scholar,Publishing,Action,1,#8577,#9546,6.93,"Soo, Yuhyeon (Story), Yumjjakjjak (Art)"
Girl in the Birdcage,Finished,Love,6,#21271,#9548,6.92,Koer (Story & Art)
"God, Please Make Me a Demon!",Finished,"Comedy, Supernatural",4,#16534,#9550,6.92,"Bulsa (Story), Yomgary (Art)"
Disciple of the Holy Sword,Publishing,"Action, Adventure, Fantasy",6,#6517,#9552,6.92,"Mackenro (Story), Bol x Bae (Art)"
Money Game,Finished,Suspense,2,#28238,#9553,6.92,"Bae, Jin-Soo (Story & Art)"
The Lord of Coins,Publishing,"Action, Adventure, Fantasy",13,#4595,#9555,6.92,"Mokhyun (Story), Trouvere (Art)"
The Villainess Tames the Beast,Publishing,"Fantasy, Romance",12,#8264,#9556,6.92,"Norae (Art), Seolyoung (Story)"
Horang's Nightmare,Finished,Horror,2,#21498,#9557,6.92,Horang (Story & Art)
Sica Wolf,Finished,"Adventure, Fantasy, Romance",1,#20740,#9558,6.92,"Siya (Story), Dongjeon (Art)"
Reforming the Obsessive Male Lead,Publishing,"Fantasy, Romance",4,#15146,#9559,6.92,"Purple Lemon (Story), Debin (Art)"
The Secret of the Partner Next to You,Publishing,Comedy,4,#17824,#9562,6.92,Chaegun (Story & Art)
Love Bullet,Finished,"Comedy, Romance",1,#19220,#9604,6.92,"Hwang, Mi Ri (Story & Art)"
"Oh, My Romantic Kumiho",Publishing,"Fantasy, Romance, Supernatural",3,#18006,#9622,6.92,"Kim, Myeongmi (Story & Art)"
Nabi: The Prototype,Finished,Drama,4,#16056,#9652,6.92,"Kim, Yeon-Joo (Story & Art)"
Last Fantasy,Finished,"Action, Adventure, Comedy, Fantasy",14,#24809,#9654,6.92,"Creative Hon (Story), Kwon, Yong-Wan (Art)"
Really?!,Finished,"Drama, Romance",4,#13647,#9661,6.92,"Lee, Hyeon-Sook (Story & Art)"
Memory Eaters,Finished,"Fantasy, Romance",2,#15833,#9664,6.92,"Kang, Kyung-nam (Story & Art)"
Bell Princess,Publishing,"Drama, Fantasy, Romance",0,#20687,#9669,6.92,"Park, Eun Ah (Story & Art)"
Strange and Beautiful,Finished,"Fantasy, Mystery, Romance, Supernatural",3,#12723,#9683,6.92,Honey Bee (Story & Art)
"If You Give Me Flowers, I'll Give You Myself",Finished,Romance,2,#23446,#9739,6.91,"Jo, Yujin (Story), Homil (Art)"
Locker & Opener,Finished,Mystery,5,#25566,#9740,6.91,"Maanchwee (Story), Bareunkkot (Art)"
Let's Hide My Little Brother,Publishing,"Fantasy, Romance",2,#14852,#9741,6.91,"Chen, Li (Art), Chae, Jihoo (Story)"
Straight to the Red Carpet,Publishing,Fantasy,3,#16926,#9742,6.91,"Poddo (Story), Pomme (Art)"
Voice of Love,Finished,Love,0,#23915,#9743,6.91,Pongpong (Story & Art)
The Dungeon Cleaning Life of a Once Genius Hunter,Publishing,"Action, Fantasy",1,#8704,#9744,6.91,"Dalbeat (Story), Goilgoil (Art)"
Bibi,Finished,"Drama, Romance",2,#12856,#9770,6.91,"Choi, Kyung-ah (Story & Art)"
New Sexy Simpleton,Finished,"Comedy, Fantasy, Romance",1,#15499,#9778,6.91,"Hwang, Mi Ri (Story & Art)"
Girl in Heels,Finished,"Drama, Romance",15,#10244,#9784,6.91,"Chon, Kye Young (Story & Art)"
Honorable Baek Dong Soo,Finished,Action,5,#10239,#9821,6.91,"Lee, Jae-Heon (Story), Hong, Ki-Woo (Art)"
Pet Diary,Finished,"Comedy, Life",1,#13928,#9831,6.91,"Kim, Hye-Jin (Art), Yohan (Story)"
New Mok Yeon-Ah Honeymoon Diary,Finished,"Comedy, Romance",0,#23017,#9848,6.9,"Han, Yu-Rang (Story & Art)"
Metronome,Publishing,"Drama, Fantasy, Mystery, Romance, Supernatural",8,#10344,#9870,6.9,"Lee, Won-Jin (Story & Art)"
The Lady Needs a Break,Publishing,"Comedy, Fantasy, Romance",6,#9726,#9878,6.9,"Yuin (Story), Choi, MJ (Art)"
Devilish Romance,Finished,"Romance, Supernatural",4,#16983,#9879,6.9,"Lee, Kong-joo (Story), Hayan Doksuri (Art)"
Protect the Knight,Finished,Supernatural,2,#25957,#9880,6.9,Dalbong (Story & Art)
It's Not Your Baby!,Publishing,"Fantasy, Romance",6,#10679,#9881,6.9,"Team Twinkle (Art), Lee, Jihye (Story)"
How to Live as a Villain,Publishing,"Action, Fantasy",20,#6315,#9882,6.9,"Rundgreen (Story), Lee, Masik (Art)"
The Meaning of You,Finished,"Fantasy, Romance",2,#24450,#9884,6.9,"Kim, Tilda (Story), Lee, Sorok (Art)"
House Mayton's Youngest,Publishing,"Action, Adventure, Fantasy",3,#6802,#9885,6.9,"Bichu (Story), Shin, Gunwoo (Art)"
Blue Glass,Publishing,"Drama, Romance",9,#16685,#9889,6.9,"Oh, Ji-hye (Story & Art)"
Daughter of the Emperor,Finished,"Comedy, Drama, Fantasy",65,#2929,#9894,6.9,"Yunsul (Story), Rino (Art)"
Mong Hwan Baegseo,Finished,"Adventure, Fantasy, Supernatural",13,#13725,#9947,6.9,"Im, Ae-Joo (Story), Im, Jin-Joo (Art)"
Milkyway Hitchhiking,Finished,"Adventure, Comedy, Drama, Fantasy, Life, Supernatural",12,#17438,#9993,6.9,Sirial (Story & Art)
One-of-a-Kind Romance,Finished,"Comedy, Drama, Romance",0,#20595,#10036,6.89,Dubu (Story & Art)
The Thousand-Year Fox's Operation-Human,Finished,"Fantasy, Romance, Supernatural",3,#21854,#10049,6.89,"Han, Yu-Rang (Story & Art)"
She's Gon,Finished,"Comedy, Fantasy",2,#14328,#10055,6.89,"Son, Hee-Joon (Story)"
So I Married an Anti-Fan,Finished,"Comedy, Romance",1,#13178,#10061,6.89,"Wann (Art), Kim, Eunjeong (Story)"
Everyday Lily,Finished,"Comedy, Love",2,#23814,#10063,6.89,Gom Mali (Story & Art)
Men of the Harem,Publishing,Fantasy,15,#8447,#10067,6.89,"Alphatart (Story), Yeongbin (Art)"
Lady Chef Royale,Publishing,"Fantasy, Gourmet",9,#10329,#10068,6.89,"Ant Studio (Art), Lysha (Story), Paya (Art)"
Forest of Humans,Finished,Suspense,2,#28691,#10069,6.89,"Hwang, Junho (Story & Art)"
"No Way, Vampires Don't Exist!",Finished,"Love, Comedy, Supernatural",2,#23817,#10070,6.89,"Kimoong (Story), Racking (Art)"
The Snake and the Flower,Finished,Drama,1,#22500,#10071,6.89,"So, Na-eum (Story & Art)"
Dead Days,Finished,"Horror, Suspense",7,#20398,#10072,6.89,DEY (Story & Art)
Transcension Academy,Publishing,"Action, Fantasy",3,#9347,#10074,6.89,"Dupachitapa (Story), Kkyujeanne (Art)"
I.N.V.U.,On Hiatus,"Drama, Romance",21,#9673,#10077,6.89,"Kim, Kang-Won (Story & Art)"
Be Born Again,Publishing,"Action, Drama, Supernatural",0,#19676,#10180,6.88,"Lee, Chang Jun (Story & Art)"
King of Eden,Finished,"Horror, Mystery, Suspense",7,#11008,#10185,6.88,"Nagasaki, Takashi (Story), Lee, Sang Cheol (Art)"
The Villain's Savior,Finished,"Drama, Fantasy, Romance",27,#4426,#10215,6.88,"Myoung Rang (Story), Zetson (Art)"
ChunRangYulJun,Finished,"Action, Adventure, Fantasy, Mystery, Romance",2,#17792,#10225,6.88,"Park, Sung-Woo (Story & Art)"
Ice Kiss,Finished,"Comedy, Romance, Supernatural",1,#20206,#10229,6.88,"Choi, Kyung-ah (Story & Art)"
Platina,Finished,"Adventure, Fantasy",6,#20361,#10252,6.88,"Kim, Yeon-Joo (Story & Art)"
Secret Playlist,Finished,Romance,5,#13489,#10272,6.88,IF (Story & Art)
Rewriting the Villainess,Finished,Supernatural,4,#11345,#10273,6.88,Honghye (Story & Art)
Threads of Love,Finished,"Romance, Supernatural",2,#19391,#10274,6.88,"Han, Kijoo (Story), Il (Art)"
Soul Cartel,Finished,"Action, Fantasy",2,#22442,#10275,6.88,"Jiya (Art), Haram (Story)"
Precious Daughter of the Greatest Martial Arts Villain,Publishing,Fantasy,0,#10560,#10276,6.88,"Solddam (Story), Ssalguksu (Art)"
Dear Nemesis,Publishing,"Drama, Fantasy, Romance",3,#16826,#10277,6.88,"Minato (Story), Velma (Art)"
The Ideal Relationship,Finished,Love,1,#23301,#10278,6.88,"Ant Studio (Art), Ken (Story)"
The Great Wizard Transcendent,Publishing,"Action, Fantasy",2,#7115,#10280,6.88,"Hanbit Nuri (Story), Muljanggu (Art)"
A World Without You,Publishing,"Drama, Fantasy, Romance",1,#18065,#10281,6.88,"Bam-manyeo (Art), Na, Yoohye (Story)"
The Hellbound,Finished,"Horror, Supernatural, Suspense",8,#9092,#10285,6.87,"Yeon, Sang-ho (Story), Choi, Gyu-seok (Art)"
The Boy of Death,Publishing,"Action, Supernatural",10,#12179,#10291,6.87,Ryu (Story & Art)
Gourmet Gaming,Publishing,"Action, Fantasy, Gourmet",5,#8540,#10292,6.87,"Park, Mingyu (Story), Coge (Art)"
False Confession,Publishing,"Fantasy, Romance",3,#10420,#10293,6.87,"Cooara (Story), Haenok (Art)"
Your Ultimate Love Rival,Publishing,"Fantasy, Romance",3,#11399,#10294,6.87,"Sol, Leesu (Story), Matte (Art)"
His Devilish New Hire,Finished,Romance,0,#22566,#10295,6.87,"Eonjeongi (Story), Juyeon (Art)"
The Villainess's Days are Numbered!,Finished,"Fantasy, Romance",1,#11157,#10296,6.87,"Harasyo (Story), Yeoneo (Art)"
A Match Made in Mana,Publishing,Fantasy,1,#18011,#10298,6.87,"Na, Yoohye (Story), Nagyeom (Art)"
Absolute Sword Sense,Publishing,"Action, Fantasy",3,#10236,#10299,6.87,"Hanjung Wolya (Story), TI (Art)"
The Duke's Darling Daughter-in-Law,Publishing,"Fantasy, Romance",3,#12426,#10300,6.87,"Chae, Yuhwa (Story), Nye (Art)"
Relife Player,Publishing,"Action, Fantasy",4,#4844,#10302,6.87,"Siyun (Story), Studio Maru (Art)"
Serena,Publishing,"Drama, Romance",8,#17146,#10303,6.87,"Jeong, Ina (Story & Art)"
Legend Hustle,Finished,"Action, Comedy",0,#15334,#10339,6.87,"Kim, Kyung Yeol (Story & Art)"
Blind Märchen,Finished,Romance,0,#14710,#10350,6.87,"Woo, Yeong-Wook (Art), Yun, Hyunseok (Story)"
One,Finished,"Drama, Romance",11,#15237,#10361,6.87,"Lee, Vin (Story & Art)"
Pahanjip,Finished,"Drama, Romance, Supernatural",3,#22323,#10391,6.87,"Yoon, Ji Woon (Story & Art)"
"Hangah, Lee",Finished,"Adventure, Drama, Fantasy",3,#13861,#10407,6.87,"Ok, Sae Rom (Story & Art)"
Phone Addict,Finished,"Comedy, Romance, Supernatural",1,#22157,#10474,6.86,"Yong, Hyeondong (Story & Art)"
What It Takes to Be a Villainess,Finished,"Fantasy, Romance",2,#7278,#10475,6.86,"Ju, Haeon (Story), Min (Art)"
What It Means to Be You,Publishing,"Fantasy, Romance",8,#10281,#10476,6.86,"Lee, Bora (Story), Ocean (Art)"
Adonis,Publishing,"Action, Fantasy, Romance",9,#11587,#10477,6.86,"Hyedori (Story), Kyeol Jeong (Art)"
Monster Duke's Daughter,Publishing,Fantasy,5,#10192,#10478,6.86,"Han, Bada (Story), Challan (Art)"
The Tyrant's Only Perfumer,Finished,"Fantasy, Romance",6,#10250,#10479,6.86,"Yojeongyong (Story), Team Jukjogae (Art)"
Judge and Executioner,Publishing,"Action, Drama",2,#19023,#10482,6.86,"Kim, Sungnyung (Story), Gwangsan (Art)"
My School Life Pretending to Be a Worthless Person,Publishing,Action,19,#4103,#10483,6.86,"Syungnyung (Art), Sand Fairy (Story)"
I Have Max Level Luck,Publishing,"Action, Fantasy",0,#17710,#10484,6.86,"Dongju (Story), kamille (Art)"
Never Die Extra,Publishing,"Action, Adventure, Fantasy",0,#13947,#10485,6.86,"Toy Car (Story), Studio Zilpung (Art), Tetsubi, Meguri (Art)"
Preferably My Prince,Publishing,"Drama, Romance, Life",1,#17702,#10492,6.86,"Lee, Sang-Eun (Story & Art)"
Arcana,Finished,Fantasy,13,#8757,#10499,6.86,"Lee, So Young (Story & Art)"
Good Luck,Finished,"Comedy, Drama",15,#7648,#10500,6.86,"Kang, E-Jin (Story & Art)"
K2♥: Kill Me Kiss Me,Finished,"Comedy, Romance",83,#3452,#10502,6.86,"Lee, Young-You (Story & Art)"
A Cat and a Bird,Finished,"Drama, Life",8,#13608,#10512,6.86,"Kim, So Hee (Story & Art)"
Agmaui Sinbu Mandeulgi,Finished,"Love, Drama, Fantasy, Romance",9,#11255,#10523,6.86,"Kim, Se-Young (Story & Art)"
Don't Touch Me!,Finished,"Comedy, Romance",7,#10366,#10525,6.86,"Suh, Hyun-Ju (Story & Art), Seo, Hyun-Joo (Story & Art)"
Real Lies,Finished,"Drama, Romance, Sci-Fi",4,#21733,#10526,6.86,"Lee, Shi Young (Story & Art)"
Perfect Couple,Finished,"Comedy, Drama, Romance",3,#16643,#10568,6.85,"Yeo, Ho Kyoung (Story & Art)"
Pokerface,Finished,"Love, Drama",2,#19733,#10569,6.85,"Lee, Gi Ha (Story & Art)"
Mistaken Lover,Finished,Love,2,#21406,#10596,6.85,meriG (Story & Art)
The Soulless Duchess,Publishing,"Fantasy, Romance",5,#7289,#10598,6.85,"Jinse-ha (Story), Han, Jinseo (Art)"
Housekeeper,Publishing,"Action, Sci-Fi, Supernatural",7,#20037,#10601,6.85,"Hyun, You (Art), Chae, Yongtaek (Story)"
Bitten Contract,Publishing,Romance,2,#18188,#10602,6.85,Sungeun (Story & Art)
My Roommate Is a Gumiho,Finished,"Romance, Supernatural",2,#20447,#10603,6.85,Na (Story & Art)
Can I Take It Back?,Publishing,Romance,8,#13950,#10604,6.85,Shinmae (Story & Art)
Rookie Chef with the Magic Touch,Publishing,"Drama, Gourmet",0,#20829,#10605,6.85,"JRobin (Story), Studio Inus (Art)"
Escort Warrior,Publishing,"Action, Adventure, Fantasy",3,#18412,#10606,6.85,"Cho, Hyung Geun (Story), Kim, Inho (Art)"
Marked By King Bs,Finished,Romance,2,#22460,#10607,6.85,Cheddar (Art)
The Villain's Beloved Daughter,Publishing,"Fantasy, Romance",1,#15329,#10609,6.85,"Yunon (Story), Iring (Art)"
I Was the Final Boss,Publishing,"Action, Fantasy",9,#6564,#10612,6.85,Lucks (Story & Art)
Can't Take My Eyes Off You!,Finished,Love,0,#18559,#10638,6.85,Team Manna (Story & Art)
